TripStartTime,PickupLon,PickupLat,DropLon,DropLat,GT_Distance,GT_Duration,OsrmDistance,OsrmDuration
11-01-13 23:31,-73.986702,40.668488,-73.948669,40.70974,None,27.45,7.8777,11.3733333333
11-02-13 00:45,-74.002327,40.730515,-74.005028,40.739815,None,6.55,1.4186,3.34833333333
11-02-13 01:27,-73.984558,40.767574,-73.978004,40.754791,None,7.55,2.331,3.48833333333
11-02-13 01:35,-73.978043,40.754726,-74.003029,40.733215,None,9.5,3.6626,7.65166666667
11-02-13 02:28,-73.983826,40.768173,-73.968842,40.756992,None,6.78333333333,2.1691,3.51833333333
11-02-13 03:26,-73.978439,40.748699,-73.996674,40.76506,None,12.5666666667,3.4375,4.75333333333
11-02-13 03:41,-73.996033,40.764824,-73.971596,40.759441,None,8.06666666667,2.5695,3.555
11-02-13 04:12,-73.985268,40.739075,-73.957817,40.721912,None,17.1833333333,7.2028,10.96
11-04-13 17:24,-73.95887,40.780758,-73.952148,40.791203,None,3.53333333333,1.3726,2.20333333333
11-04-13 17:34,-73.954353,40.787445,-73.950783,40.779423,None,4.98333333333,1.3297,1.815
11-04-13 17:45,-73.958054,40.769264,-73.965576,40.753426,None,6.78333333333,2.1222,3.02
11-04-13 18:14,-73.975471,40.760429,-73.982735,40.731419,None,34.0333333333,4.1772,7.49833333333
11-04-13 18:53,-73.984482,40.72821,-73.983269,40.73716,None,3.56666666667,1.3369,2.86333333333
11-04-13 18:57,-73.983528,40.737289,-74.002769,40.743923,None,9.91666666667,1.9242,4.075
11-04-13 20:49,-73.96283,40.811329,-73.950981,40.784176,None,11.4,4.4971,6.66666666667
11-04-13 21:47,-74.002441,40.739174,-73.992188,40.759087,None,8.03333333333,2.6636,6.13666666667
11-04-13 22:19,-73.981964,40.761353,-74.008759,40.71006,None,28.85,10.1057,14.015
11-05-13 00:05,-73.995827,40.724396,-73.952477,40.82336,None,22.3,13.7496,17.255
11-05-13 02:03,-73.984711,40.745541,-73.868706,40.752308,None,20.3,11.2408,13.9333333333
11-05-13 02:26,-73.868599,40.752308,-73.862099,40.750572,None,2.15,0.7912,1.99666666667
11-05-13 18:05,-73.983704,40.768059,-73.961891,40.763607,None,22.2333333333,2.2939,3.83333333333
11-05-13 18:30,-73.959206,40.763969,-73.983139,40.771294,None,12.5666666667,2.4858,3.18166666667
11-05-13 19:04,-73.971573,40.787868,-73.983643,40.750473,None,24.7666666667,5.3553,7.82833333333
11-05-13 19:36,-73.992706,40.737595,-73.973183,40.747597,None,11.25,3.1194,7.45
11-05-13 21:30,-73.863373,40.769005,-73.979286,40.693367,None,17.55,16.3849,17.7683333333
11-05-13 21:57,-73.994667,40.718781,-73.706192,40.813732,None,40.5666666667,32.6862,35.41
